food_name,protein_g,fat_g,carbohydrates_g,calories_kcal,water_g,fiber_g,calcium_mg,iron_mg,magnesium_mg,potassium_mg,sodium_mg,vitamin_a_ug,vitamin_d_ug,vitamin_c_mg,vitamin_b12_ug,cholesterol_mg,sugar_g
40% HEAVY CREAM,1.210909091,40,0,400,,0,0,0,,,21,,,0,,167,0
40% HEAVY WHIPPING CREAM,0,40,3.335,373.2,,0,36.5,0,,100,29.7,,,0,,167,0
"40% LESS FAT SMOKY BBQ KETTLE COOKED POTATO CHIPS, BBQ",7.14,17.86,71.43,464,,7.1,36,2.5,,1500,500,,0,,,0,7.14
40% LESS SODIUM TACO SEASONING MIX,0,0,66.67,333,,,,,,,4222,,,,,,
"40% LESS SUGAR STRAWBERRY, LIME, RASPBERRY FRUIT POPS",0,0,24.06,70,,11.8,5,0,,11,27,,,,,0,11.23
"40% LESS SUGAR STRAWBERRY, LIME, RASPBERRY FRUIT POPS, STRAWBERRY; LIME; RASPBERRY",0,0,24.06,70,,11.8,5,0,,11,27,,0,,,0,11.23
"40% LESS SUGAR STRAWBERRY, PINEAPPLE, MANGO FRUIT POPS",0,0,24.59,71,,12,0,0,,27,25,,,,,0,11.48
"40% LESS SUGAR STRAWBERRY, PINEAPPLE, MANGO FRUIT POPS, STRAWBERRY; PINEAPPLE; MANGO",0,0,24.59,71,,12,0,0,,27,25,,0,,,0,11.48
40% MILKFAT HEAVY CREAM,0,40,0,400,,0,33.5,0,,83.5,0,,,,,167,0
40% VEGETABLE OIL LIGHT SPREAD,0,42.86,0,357,,,,,,,714,,,,,0,
40% VEGETABLE OIL SOFT SPREAD,0,42.86,0,357,,0,0,0,,0,714,,,,,0,0
40% VEGETABLE OIL SPREAD,0,42.86,0,357,,0,,,,,734.5714286,1000,,,,0,0
"40% VEGETABLE OIL SPREAD, 40% VEGETABLE OIL",0,42.86,0,357,,,,,,,714,,,,,0,
"40% VEGETABLE OIL SPREAD, ORIGINAL",0,42.86,0,357,,,,,,,714,,,,,,
40% WHITE RASPBERRY COCONUT CHOCOLATE,6.67,60,33.33,667,,0,0,0,,,167,,,0,,0,26.67
40/3.2OZ CINNAMON APPLE SAUCE POUCH CASE,1.11,0,16.67,67,,2.86,7.8,1.11,,140.8,0,0,0,53.3,,0,12.442
40/3.2OZ NO SUGAR ADDED APPLE SAUCE POUCH,1.11,0,13.33,50,,3.025,5.75,1.11,,102,0,0,0,53.3,,0,8.89
40/3.2OZ STRAWBERRY APPLE SAUCE POUCH CASE,1.11,0,13.33,56,,2.985714286,6,1.11,,102,0,0,0,53.3,,0,8.89
40/50 BTFLY T/ON SHRIMP,17.7,1.77,0,97,,0,44,2.65,,80,142,,,0,,88,0
40/50 CT/KG H/ON SHRIMP,21.18,1.18,0,94,,0,61,3.18,,0,318,,,4.2,,194,0
40/50 E-Z PEEL SHRIMP,11.61,0.89,0,54,,0,27,0,,80,598,,,0,,103,0
40/50 EZ PEEL SHRIMP,11.61,0.89,0,54,,0,27,0,,80,598,,,0,,103,0
40/50 IQF PINK SHRIMP,15.93,0.88,0,74,,0,35,2.39,,0,168,,,1.6,,146,0
40/50 IQF S/ON SHRIMP,11.61,0.89,0,54,,0,27,0,,80,598,,,0,,103,0
40/50 P&D SHRIMP,17.86,1.79,0,98,,0,54,2.41,,0,143,,,3.6,,89,0
40/50 P&D T/ON SHRIMP,11.61,0.89,0,54,,0,27,0,,80,598,,,0,,103,0
40/50 S/ON WHITE SHRIMP,17.7,1.77,0,97,,0,46,2.39,,80,310,,,3.2,,88,0
40/6.75 OZ TREE TOP 100% APPLE JUICE CASE,0,0,9.69,40.4,,0,0,0,,93.4,3.6,0,0,25.56666667,,0,9.286
40/60 BREADED SCALLOPS,14.16,7.08,30.09,239,,0.9,0,0.02,,,699,,,0,,35,0.88
40/60 CT IQF SCALLOPS,12.39,0.44,3.54,71,,0,6,0.38,,204,389,,,0,,22,0
40/60 IQF SCALLOPS,18.58,0.88,1.77,111,,0,23,0.57,,0,230,,,1.9,,49,0
40/60 PEEL & EAT SHRIMP,15.48,0.6,0,71,,0,62,0,,107,643,,,0,,155,0
400 MIDGEES,0,8.06,70.97,355,,,,,,,32,,,,,,51.61
"4005: Bread Sticks, Whole Grain, Reduced Sodium, Brown and Serve, 7"""". USDA Smart Snack approved. Produced in a nut-free facility.",7.84,3.92,49.02,275,,3.9,0,2.75,,333,235,,,,,0,1.96
"4006: Hoagie Roll, French Cut, Unsliced, 8""""",8.45,1.06,47.18,239,,1.4,77,3.03,,77,430,,,,,0,0.7
"4017: Hoagie Rolls, White, Split Top, Unsliced, 12"""". Produced in a nut-free facility.",8.59,1.26,47.47,242,,1.5,76,3.08,,81,434,,,,,0,0.51
"4027: Dinner Rolls, Whole Grain, Split Top, Individually Wrapped. USDA Smart Snack approved. Produced in a nut free facility.",3.57,0,39.29,214,,3.6,71,1.79,,107,411,,,,,0,0
"4030: Hoagie Rolls, White, Pan Baked, Split Top, Hinge Sliced, 6"""". Produced in a nut-free facility.",8.24,2.35,51.76,271,,2.4,71,3.06,,82,506,,,,,0,4.71
"4043: Hamburger Buns, White, 4.5"""", Sliced. Contains soy and wheat ingredients. Produced in a nut-free facility.",6.59,2.2,43.96,231,,1.1,44,1.98,,,429,,,0,,0,4.4
"4046: Hoagie Roll, Thin, Split Top, Unsliced, Hearth Baked, 7"""". Contains wheat ingredients. This product is processed in a facility that produces products with soy. This product is produced in a nut-free facility.",7.06,1.18,45.88,224,,1.2,47,0,,,376,,,5.6,,0,1.18
"4047: Hoagie Rolls, Whole Grain, Split Top, Sliced, Pull Apart, 4"""" each. USDA Smart Snack approved. Produced in a nut-free facility.",7.84,0.98,41.18,216,,3.9,78,2.35,,118,373,,,,,0,1.96
"4048: Hoagie Rolls, Whole Grain, Pan Baked, Split Top, Hinge Sliced, 6"""". Produced in a nut-free facility.",7.06,2.35,44.71,224,,4.7,59,2.47,,153,400,,,,,0,2.35
"4049: Hoagie Rolls, Whole Grain, Pan Baked, Smooth Top, Hinge Sliced, 7"""". Produced in a nut-free facility.",8.24,1.18,45.88,224,,4.7,47,1.27,,,353,,,7.1,,0,3.53
"404: French Toast Bites, Whole Grain, Wholesome Choice, Cinnamon, Individually Wrapped, 80 servings per case.  Produced in a nut-free facility.",7.06,8.82,44.71,294,,2.4,25,0.71,,59,318,,,,,12,14.12
"4050: Hoagie Roll, White, Split Top, Hinge Sliced,12"""".  Produced in a nut-free facility.",7.61,0.82,46.2,223,,1.6,43,0.2,,,440,,,4.9,,0,1.63
"406 WHOLEWHEAT PASTRY QUICHE 8.5""",7,29,,505,,4,19,1,,78,,,,0,,,1
"4061: Dinner Rolls, Whole Grain, Split Top, Bulk. USDA Smart Snack approved.",3.57,0,39.29,214,,3.6,71,5.36,,107,411,,,,,0,0
"4062: Hoagie Rolls, Whole Grain, Split Top, Hinge Sliced, 5.5"""", 96/2 oz",8.77,2.63,49.12,263,,5.3,70,2.98,,123,456,,,,,0,3.51
"4063: Hoagie Rolls, Whole Grain, Pan Baked, Split Top, Fully Sliced 5.5"""".  Produced in a nut-free facility.",8.77,2.63,49.12,263,,5.3,70,2.98,,123,456,,,,,0,3.51
"4064: Dinner Rolls, Whole Grain, Hearth Baked, Split Top. USDA Smart Snack Approved. Produced in a nut-free facility.",7.02,1.75,43.86,228,,3.5,70,2.63,,140,474,,,,,0,1.75
"4067: Kaiser Bun, Whole Grain White, Small, Sliced, 3.75"""". USDA Smart Snack Approved.",8.77,1.75,49.12,246,,5.3,70,3.16,,158,456,,,,,0,1.75
"4069: Hoagie Rolls, Wheat, Hearth Baked, Split Top, Hinge Sliced 12"""". Contains wheat ingredients. This product is processed in a facility that produces products with soy. This product is produced in a nut-free facility.",7.61,1.09,46.74,223,,3.3,82,0.59,,,516,,,9.8,,0,3.26
"4079: Hoagie Rolls, Dark Honey Wheat, Hinge Slice, Hearth Baked,7"""". Produced in a nut-free facility. This product is processed in a facility that produces products with soy.",7.96,0.88,47.79,230,,1.8,35,0,,,195,,,4.2,,0,2.65
"408: French Toast Bites, WG, Wholesome Choice, Cinnamon, Bulk, approximately 54 servings per case.  Produced in a nut-free facility.",7.06,8.82,44.71,294,,2.4,25,0.71,,59,318,,,,,12,14.12
"4093: Italian Bread, Loaf, Thick Sliced. Contains wheat ingredients. This product is processed in a facility that produces products with soy. This product is produced in a nut-free facility.",7.02,1.75,43.86,228,,1.8,0,0,,,474,,,6.3,,0,1.75
"4094: Dinner Rolls, White, Hearth Baked, Split Top, Individually Wrapped. Produced in a nut free facility.",10.71,0,53.57,250,,3.6,71,3.57,,0,500,,,,,0,0
"4097: Hoagie Rolls, White, Pan Baked, Split Top, Fully Sliced, 6"""". Contains wheat ingredients. This product is processed in a facility that produces products with soy. This product is produced in a nut-free facility.",7.06,1.18,45.88,224,,1.2,47,0,,,376,,,5.6,,0,1.18
40OZ GF HLWN CLUB MP,14.29,17.86,64.29,429,,0,143,4.29,,143,857,,,,,36,0
41% CACAO EXTRA RICH MILK CHOCOLATE,10.71,32.14,53.57,536,,3.6,321,2.14,,679,125,,0,,,18,42.86
41% VEGETABLE OIL SPREAD,0,42.86,,357,,,,,,,893,,,,,,0
41/50 BTFLY T/ON SHRIMP,17.86,1.79,0,98,,0,54,2.41,,80,312,,,3.6,,89,0
41/50 CKD P&D T/OFF SHRIM,14.29,0.6,0,60,,0,55,0.32,,54,714,,,2.4,,107,0
41/50 CKD P&D T/ON SHRIMP,21.18,1.18,0,99,,0,46,3.18,,0,224,,,2.1,,195,0
41/50 COOKED PEELED AND DEVEINED TAIL-ON IQF WHITE SHRIMP,16.47,0.59,0,118,,0,47,0.42,,,618,,,0,,159,0
41/50 CP&D SHRIMP,21.18,1.18,0,94,,0,35,3.18,,53,224,,,0,,194,0
41/50 CPTO SHRIMP,15.29,0.59,0,71,,0,71,0,,0,400,,,0,,153,0
41/50 EZ PEEL SHRIMP,13.395,0.67,0,58,,0,49,0,,40,580,,,0,,120.5,0
41/50 GULF PUD SHRIMP,20.54,1.79,0.89,107,,0,80,1.61,,80,143,,,0,,143,0
41/50 IQF P&D SHRIMP,11.61,0.89,0,54,,0,27,0,,80,598,,,0,,103,0
41/50 IQF S/ON SHRIMP,18.825,1.18,0,90.5,,0,43.5,1.885,,73.5,394.5,,,1.05,,159.5,0
41/50 P&D SHRIMP,15.858,1.248,0,80.2,,0,40,1.602,,80,408.2,,,1.44,,115.8,0
41/50 ROUND BRD SHRIMP,18.58,0.88,0,102,,0,12,0.44,,0,35,,,0.9,,49,0
41/60 CKD P&D T/ON SHRIMP,23.01,1.77,1.77,124,,0,115,0.32,,195,947,,,,,212,0
41/60 CT IQF P&D SHRIMP,11.61,0.89,0,54,,0,27,0,,80,598,,,0,,103,0
41/60 RAW P&D SHRIMP,13.39,0.89,0.89,71,,0,67,0.45,,80,536,,,0,,129,0
"4102: Hamburger Buns, Whole Grain, Hawaiian, Wholesome Choice, Fully Sliced.  This product is produced in a nut free facility.",8.77,2.63,50.88,263,,5.3,70,2.63,,175,491,,,,,0,5.26
"4103: Slider Buns, Whole Grain, Hawaiian, Wholesome Choice, Fully Sliced. Produced in a nut-free facility.",7.14,3.57,50,250,,3.6,71,2.86,,179,500,,,,,0,3.57
"4104: Hoagie, Whole Grain, Par-Baked, Split Top, Hinge Sliced, 6. Contains wheat ingredients. This product is processed in a facility that produces products with soy. This product is produced in a nut-free facility.",3.53,1.18,38.82,212,,3.5,59,1.88,,118,400,,,,,0,1.18
"4106: Kaiser Roll, Sliced, 3.5"""". Contains wheat ingredients. This product is processed in a facility that produces products with soy. This product is produced in a nut-free facility.",5.63,2.11,35.21,183,,1.4,0,0,,,310,,,3.4,,0,2.82
"4107: Hoagie, Hearth Baked, Split Top, Unsliced, 15"""". Contains wheat ingredients. This product is processed in a facility that produces products with soy. This product is produced in a nut-free facility.",7.91,1.08,43.88,223,,1.4,43,2.59,,,417,,,3.5,,0,0.72
"4108: Bread, Sourdough, Pan-Baked, Thin Sliced, 2lb. Contains wheat ingredients. This product is processed in a facility that produces products with soy. This product is produced in a nut-free facility.",7.69,0.77,43.08,215,,1.5,31,2.77,,,415,,,3.7,,0,1.54
"4109: Loaf Bread, Italian, Thin Sliced, 2 lb. Contains wheat ingredients. This product is processed in a facility that produces products with soy. This product is produced in a nut-free facility.",7.69,0.77,43.08,215,,1.5,62,2.77,,,431,,,5.5,,0,0
"4118: Dinner Rolls, Whole Grain, Smooth Top, 1 oz., Individually Wrapped. USDA Smart Snack approved. Produced in a nut free facility.",10.71,3.57,53.57,286,,3.6,36,3.21,,71,339,,,,,0,0
"4119: Dinner Rolls, Whole Grain, Smooth Top, 2 oz., Individually Wrapped. USDA Smart Snack approved. Produced in a nut-free facility.",8.77,2.63,47.37,263,,1.8,53,2.81,,70,316,,,,,0,1.75
"411: Mini Loaf, Whole Grain, Blueberry, Reduced Fat, Individually Wrapped. Kosher certified, KVH-D",5.26,8.77,45.61,281,,1.8,25,1.75,,96,167,,,,,35,24.56
"4121: Brioche, Hamburger Buns, Sliced, produced in a nut free facility.",8.33,2.5,46.67,233,,1.7,50,2.67,,67,400,,,,,0,3.33
"4122: Brioche, Hot Dog Buns, Sliced, produced in a nut free facility.",7.84,1.96,47.06,235,,2,59,2.75,,78,412,,,,,0,3.92
"4123: Brioche, Homestyle Loaf, Sliced, produced in a nut free facility.",7.14,1.79,46.43,250,,0,36,2.86,,71,411,,,,,0,3.57
"4124: Croissant, Gourmet, Chocolate",5.26,21.05,47.37,491,,1.8,319,5.26,,0,228,,,,,0,24.56
"4125: Brioche, Gourmet, Sliced Loaf",10,5,50,300,,0,50,5,,210,375,,,,,75,10
"4126: Brioche, Gourmet Dinner Roll",10.53,5.26,52.63,281,,1.8,51,3.51,,211,368,,,,,70,10.53
"4127: Brioche, Gourmet Hot Dog Roll",12.94,7.06,69.41,376,,2.4,68,3.53,,282,494,,,,,94,14.12
"4128: Brioche, Hamburger Roll",9.41,5.88,51.76,282,,1.2,52,2.35,,212,376,,,,,71,10.59
"4129: Brioche, Braided Loaf",10.71,5.36,53.57,286,,0,50,3.57,,211,375,,,,,71,10.71
"412: Mini Loaf, Whole Grain, Banana, Reduced Fat, Individually Wrapped. USDA Smart Snack Approved. Produced in a nut-free facility. Kosher KVH-D.",5.26,7.02,49.12,281,,1.8,25,1.75,,114,175,,,,,35,26.32
"413: Mini Loaf, Whole Grain, Apple Cinnamon, Reduced Fat, Individually Wrapped. Kosher KVH-D. USDA Smart Snack approved. Produced in a nut-free facility.",5.26,8.77,47.37,281,,1.8,25,1.75,,96,175,,,,,44,22.81
"42 PUFF PASTRY QUICHE NEUTRAL 4.25""",8.06,28.46,,501,,3.2,0,0,,,,,,0,,,1.61
"42 PUFF PASTRY TART SHELL 4.25""",8.06,28.46,,501,,3.2,0,0,,,,,,0,,,1.61
"42 WHOLE WHEAT PUFF PASTRY QUICHE 4.25""",7.25,28.46,,504,,3.9,0,0,,,,,,0,,,0.66
"42% CACAO, SEMI-SWEET CHOCOLATE MORSELS",6.67,26.67,66.67,467,,6.7,0,2.67,,0,0,,,,,0,53.33
"42% CACAO, SEMI-SWEET CHOCOLATE MORSELS, SEMI-SWEET CHOCOLATE",6.67,26.67,66.67,467,,6.7,0,2.67,,0,0,,,,,0,53.33
42% CONGO ORGANIC DARK CHOCOLATE,3.33,43.33,50,587,,3.3,0,6,,,53,,,4,,0,50
"42% DARK MILK CHOCOLATE PRETZEL TOFFEE, PRETZEL TOFFEE",6.67,33.33,46.67,533,,3.3,133,6,,467,183,,,,,17,43.33
"42% LESS SODIUM CHICKEN BROTH, CHICKEN",1.36,0,0.54,8,,0,14,0.05,,43,263,,,,,0,0.54
42% LOWER SODIUM BRANDED DELUXE HAM,17.86,1.79,3.57,107,,,,0.64,,223,857,,,,,45,3.57
"423: Hot Dog Buns, White, 6"""". Produced in a nut-free facility. Kosher Kof-K.",6.98,2.33,46.51,233,,2.3,93,2.33,,70,395,,,,,0,4.65
"425: Hot Dog Buns, Whole Grain White, 6"""". USDA Smart Snack Approved. Kosher Kof-K.",6.98,2.33,46.51,233,,2.3,93,2.33,,70,395,,,,,0,4.65
"43% CACAO EXTRA LARGE SEMI-SWEET CHOCOLATE CHIPS, SEMI-SWEET CHOCOLATE",6.67,26.67,66.67,467,,6.7,0,10.67,,533,0,,,,,0,53.33
43% LOWER SODIUM ALL NATURAL PROVOLONE CHEESE,25,25,3.57,357,,0,754,0,,86,500,,0,,,71,0
432ct Ultra Loco Garlic & Herb Breadstick,7.14,1.79,46.43,250,,3.6,36,2.86,,71,304,0,0,,,0,0
44% LOWER SODIUM PROVOLONE ALL NATURAL CHEESE,25,25,3.57,357,,0,754,0,,86,500,,0,,,71,0
44% VEGETABLE OIL SPRAY,0,0,0,0,,,,,,,0,,,,,0,
44% VEGETABLE OIL SPREAD SPRAY,0,0,0,0,,,,,,,0,,,,,0,
"442: French Toast Sticks, Whole Grain (approximately 140-150 pieces)",6.38,8.51,44.68,277,,2.1,25,0.74,,59,309,,,,,11,14.89
"447: French Toast Sticks, WG (approximately 105-111 pieces), 2/5 lb.",7.14,8.33,45.24,286,,2.4,25,0.71,,60,310,,,,,12,14.29
"449: French Toast Sticks, Whole Grain, 2 Pack, 88/3oz",7.06,8.24,44.71,282,,2.4,25,0.71,,59,306,,,,,12,14.12
45% COCOA MILK CHOCOLATE,6.45,35.48,51.61,548,,0,174,3.23,,442,65,,,,,16,45.16
"45% FRUIT CHERRY PRESERVE, CHERRY",0.714,5.714,78.57,341.6,,0.72,22.8,0,,47.8,28.6,,,,,3.6,67.86
"45% FRUIT PEACH PRESERVE, PEACH",0,0,67.86,289,,0,0,0,,0,0,,,,,0,64.29
"45% FRUIT RASPBERRY PRESERVE, RASPBERRY",0,0,67.86,279,,0,0,0,,0,0,,,,,0,64.29
45% VEGETABLE OIL SPREAD,0,42.86,0,429,,0,0,0,,0,86271.53333,,,,,0,0
45.00OZ TOSTITOS QUESO,2.94,7.35,14.71,118,,2.9,118,0,,,824,,,0,,15,2.94
"453: Hamburger Buns, Whole Grain White, Sliced, 3.75"""", 120/2oz",8.77,3.51,49.12,263,,3.5,204,1.75,,153,456,,,,,0,7.02
"4546: Sandwich, Biscuit, Whole Grain, Chicken Sausage, Individually Wrapped. Produced in a nut-free facility.",12.09,10.99,29.67,264,,2.2,143,1.54,,429,473,,,,,22,5.49
"454: French Toast Sticks, Whole Grain, Wholesome Choice (approx.140-150 pieces) Produced in a nut-free facility.",6.38,8.51,44.68,277,,2.1,25,0.74,,59,309,,,,,11,14.89
"455: French Toast Sticks, Whole Grain, Wholesome Choice (approx. 105-111 pieces)",7.14,8.33,45.24,286,,2.4,25,0.71,,60,310,,,,,12,14.29
"456: French Toast Sticks, Whole Grain, Wholesome Choice, Individually Wrapped.  Produced in a nut-free facility.",7.06,8.24,44.71,282,,2.4,25,0.71,,59,306,,,,,12,14.12
46% CACAO ORGANIC CHOCOLATE,3.33,40,50,600,,3.3,67,3.6,,,67,,,0,,0,40
"46% CACAO SWEET CHOCOLATE BAKING SQUARES, SWEET CHOCOLATE",7.14,28.57,64.29,500,,7.1,71,7.14,,357,0,,,,,0,50
"4602: Sandwich, Biscuit, Honey Whole Grain, Chicken Sausage, Individually Wrapped. Produced in a nut-free facility.",12.9,11.29,20.97,226,,1.6,48,1.61,,210,468,,,,,32,4.84
"4603: Sandwich, Biscuit, Honey Whole Grain, Chicken Sausage, Cheese, Individually Wrapped. Produced in a nut-free facility.",13.97,11.76,19.85,250,,1.5,118,2.65,,,463,,,0,,57,4.78
"471: Hot Dog Buns, Whole Grain White, 6""""",10.53,4.39,50.88,281,,3.5,88,2.81,,158,526,,,,,0,5.26
"472: Hamburger Buns, Whole Grain, Sliced, 3.75"""", 120/2oz",5.26,1.75,40.35,193,,3.5,86,1.75,,65,368,,,,,0,3.51
479,5.217692308,15.93538462,65.11153846,398.3076923,,6.876923077,8.307692308,2.326153846,,,497.1538462,,,0,,13.84615385,34.89153846
"479 DEGREES, ARTISAN POPCORN, WHITE CHEDDAR + BLACK TRUFFLE",17.86,28.57,50,500,,7.1,143,1.29,,,1036,,,0,,18,3.57
"479, SEA SALT CARAMEL",3.57,14.29,64.29,357,,3.6,0,1.29,,,571,,,0,,18,46.43
"479, SIMPLY SEA SALT",7.14,25,57.14,500,,10.7,0,2.57,,,286,,,0,,0,0
"479, TOASTED COCONUT CARAMEL",7.14,10.71,75,393,,10.7,36,4.5,,,536,,,0,,18,42.86
"48% CACAO SEMI-SWEET CHOCOLATE CHIPS, SEMI-SWEET",6.67,30,66.67,467,,6.7,40,2.67,,440,0,,,,,0,53.33
"48% COCOA FUDGY PEANUT BUTTER + MILK CHOCOLATE, FUDGY PEANUT BUTTER + MILK",10.71,42.86,46.43,607,,7.1,250,2.14,,643,161,,,,,0,35.71
48% COCOA SMOOTH + CREAMY MILK CHOCOLATE,10.71,39.29,46.43,607,,7.1,286,2.14,,679,107,,,,,18,35.71
"48% COCOA SMOOTH + CREAMY MILK CHOCOLATE, SMOOTH",10.71,39.29,46.43,607,,7.1,286,2.14,,679,107,,,,,18,35.71
48% VEGETABLE OIL,0,50,0,429,,,,,,,750,643,,,,0,
48% VEGETABLE OIL SOFT SPREAD,0,50,0,429,,0,0,0,,,750,,,0,,0,0
48% VEGETABLE OIL SPREAD,0,50,0,429,,,,,,,750,,,,,0,
48% WHIPPED VEGETABLE OIL SPREAD,0,41.67,8.33,417,,0,0,0,,0,708,,,,,0,0
"480 FLUTED SH.ROUND SWEET BUTTER 1.75""",6.59,28.19,,509,,2.2,4,0.16,,0,,,,0,,,16.14
"480 MINI ROUND PATTY SHELL 1.25""",8.59,35.33,,536,,1.9,14,0.65,,,,,,0,,,1.28
480 MINI STAR SHAPED PATTY SHELLS,8.54,35.13,,533,,1.9,14,0.64,,,,,,0,,,1.27
"487: Hamburger Buns, White, 4"""", Sliced. Kosher Kof-K. Produced in a nut-free facility.",5.88,1.96,45.1,235,,2,94,1.96,,73,412,,,,,0,3.92
49 FLAVORS JELLY BEANS,0,0,93.33,367,,,,,,,33,,,,,,70
49% COCOA SMOOTH DARK CHOCOLATE,10,36.67,46.67,567,,6.7,200,7.33,,733,100,,,,,33,40
"492: Hamburger Buns, Whole Grain White, Sliced, 3.75"""". Kosher Kof-K. USDA Smart Snack approved. Produced in a nut-free facility.",6.98,2.33,53.49,279,,4.7,116,2.33,,195,488,,,,,0,6.98
"4C, BREAD CRUMBS, PLAIN",13.33,3.33,73.33,367,,6.7,267,3.6,,,767,,,0,,0,6.67
"4C, BREAD CRUMBS, SEASONED",16.67,5,66.67,367,,6.7,333,3.6,,,2100,,,0,,0,6.67
"4C, BREAD CRUMBS, SEASONED, SALT FREE",10,3.33,76.67,367,,3.3,0,4.8,,883,17,,,0,,0,6.67
"4C, DRINK MIX, LEMONADE",0,0,89.49,336,,0,,,,,0,,,1342.3,,,0
"4C, DRINK MIX, LEMONADE, LEMONADE",0,0,89.49,336,,0,,,,,0,,,1342.3,,,0
"4C, GREEN TEA ICED TEA MIX",0,0,89.49,336,,0,,,,,0,,,1342.3,,,0
"4C, LIGHT DECAFFEINATED ICED TEA MIX, LEMON",0,0,89.49,336,,0,,,,,0,,,1342.3,,,0
"4C, LIQUID WATER ENHANCER, FRUIT PUNCH",0,0,0,0,,,,,,,0,,,,,,0
"4C, LIQUID WATER ENHANCER, FRUIT PUNCH, FRUIT PUNCH",0,0,0,0,,,,,,,0,,,,,,0
"4C, PLAIN BREAD CRUMBS",13.33,3.33,73.33,367,,6.7,267,3.6,,,767,,,0,,0,6.67
"4C, SEASONED BREAD CRUMBS",16.67,5,66.67,367,,6.7,333,3.6,,,2100,,,0,,0,6.67
"4C, TOTALLY LIGHT TEA, LEMON",0,0,0,0,,,,,,,0,,,,,,0
"4C, TOTALLY LIGHT TEA, LEMON, LEMON",0,0,0,0,,,,,,,0,,,,,,0
"4C, TOTALLY LIGHT, GREEN TEA LIQUID WATER ENHANCER, HONEY & NATURAL LEMON",0,0,0,0,,,,,,,0,,,,,,0
4CT CRANBERRY ORANGE NUT MUFFINS,4.2,16.78,41.96,336,,1.4,28,1.89,,,245,,,2.5,,56,21.68
4CT PERFECTION DELI OLD WORLD WHEAT PITAS,8,4,52,260,,6,86,3,,186,440,,,,,0,4
"4D BODY PARTS GUMMY, 4D",6.25,0,71.88,312,,,,,,,31,,,,,,53.12
4D GUMMI BEARS,6.67,0,73.33,333,,0,0,0,,,0,,,0,,0,53.33
4D GUMMI PUMPKINS,6.25,0,71.88,312,,0,0,0,,,0,,,0,,0,53.12
4D GUMMY BODY PARTS,6.25,0,71.88,312,,,,,,,31,,,,,,53.12
4OZ  TREE TOP NAT SW APSCE,0.88,0,19.47,80,,2.7,5,0.88,,160,0,,0,,,0,15.04
4OZ 68% LUMP CRAB CAKE,11.5,4.42,7.96,115,,0.9,140,0.61,,75,531,,,5.3,,84,0.88
4OZ CARTON GOLDFISH CHEDDAR,10,16.67,66.67,467,,3.3,133,4.33,,167,833,,,,,33,0
4OZ GF HUM TRAD DOYEN,13.33,20,60,467,,6.7,133,3.67,,533,867,,,,,0,10
4OZ PORK BELLY BACON&CHEESE BURGER,13.27,47.79,0.88,496,,0,88,0.48,,,770,,,,,71,
4OZ SM BF ORIG SAUS 1/1,23.33,36.67,3.33,433,,0.8,33,2,,333,1333,,,,,83,3.33
4OZ SMOKED BEEF ORIGINAL SAUSAGE 1CT,24.44333333,36.67,3.33,444.3333333,,0.533333333,22,2.4,,333,1444.333333,,,0,,83,3.33
4OZ TREE TOP UNSWT APSCE,0.914993679,0,13.76490518,55.01390645,,2.779266751,4.346396966,0.914993679,,106.664981,0,,0,,,0,9.178508217
4OZ. 68% LUMP CRABCAKES,11.5,4.42,7.96,115,,0.9,140,0.61,,75,531,,,5.3,,84,0.88
4OZ. CHESAPEAKE CRABCAKES,10.71,6.25,15.18,161,,0.9,23,0.64,,0,554,,,8.9,,80,0.89
4OZ. DELUXE DEVILED CRABS,7.08,6.19,17.7,150,,0.9,69,0.32,,0,690,,,10.6,,22,3.54
4PC COCONUT CREAM MOCHI,2.76,4.14,51.72,257,,1.4,0,0.74,,,19,,,0,,0,28.28
4PC COCONUT CREAM MOCHI SAMPLER,2.76,4.14,51.72,255,,0,0,0.74,,,21,,,0,,0,28.28
"4PC COCONUT CREAM MOCHI SAMPLER, COCONUT CREAM",2.76,4.14,51.72,255,,0,0,0.74,,,21,,,0,,0,28.28
"4PC COCONUT CREAM MOCHI, COCONUT CREAM",2.76,4.14,51.72,257,,1.4,0,0.74,,,19,,,0,,0,28.28
4PC SPICY SHRIMP INARI,5.63,6.1,26.29,178,,0.5,19,1.69,,,438,,,0.3,,17,8.92
"4PC SPICY SHRIMP INARI QBR, SPICY SHRIMP",5.19,6.13,20.28,157,,0.5,19,2.97,,,444,,,0,,,8.96
"4PC SPICY SHRIMP INARI, SPICY SHRIMP",5.63,6.1,26.29,178,,0.5,19,1.69,,,438,,,0.3,,17,8.92
"4X48 FLUTED ROUND SHELL SWEET 2.25""",7.31,25.66,,510,,1.6,4,2.51,,,,,,0,,,19.91
4oz ODYSSEY Blueberry Yogurt,4.42,3.54,15.04,106,,0,168,0,,230,66,,0,,,13,14.16
"4x6 100% Mozzarella, Whole Grain, 4.65 oz, CN",12.88,6.82,25.76,220,,3.8,220,1.89,,333,462,68,0,0,,19,3.03
4x6 Cheese Pizza Individually Boxed Pizza Topped with Tomato Sauce and Mozzarella Cheese,16.20097002,13.64436949,26.43487213,294.0965608,,1.702733686,261.8946208,1.705233686,,34.05467372,352.0895062,,0,,,34.98104056,2.559100529
"4x6 Cheese, Whole Grain, 4.56 oz, CN",12.4,6.98,26.36,217,,3.9,233,2.02,,357,450,42,0,0,,12,3.1
